,index,Sentence,Polarity_Classification
5236,5236,조금 엉뚱하다고 해야하나요?? 그래도 처음엔 재미있었음 ^^,Positiva
5237,5237,이런 종류의 다른 영화들에 비해 너무 격떨어진다.,Negativa
5238,5238,전반적으로 어설프다...,Negativa
5239,5239,올리자 평점 ㅎㅎㅎ 올리자 평점,Positiva
5240,5240,... ㅜㅜ... 흐휴,Positiva
5241,5241,제발 코미디영화를 좀 웃기게만들어라,Negativa
5242,5242,포스터 조차 다크나이트에 나오는 한 장면을 담아놨네..ㅡ.ㅡ,Negativa
5243,5243,이거 뭔지 모르겠다 장르도 주제도 정말 모르겠다,Negativa
5244,5244,일본 전범기 존나 눈에 거슬리네. 짜증나게 일본 자본이 들어가면 이 따위로 영화가 변질 되어 버린다니까. 종북빨갱이랑 다를게 없는게 쪽국 앞잡이 새끼들이다.,Negativa
5245,5245,가장 큰 반전은 포스터와 영화 내용의 차이,Negativa
5246,5246,대어 잡으려다 상어 미끼 쓰는 꼴.,Negativa
5247,5247,좋았어,Positiva
5248,5248,심장이뛴다!! 수고하셨습니다 모세의기적!! 잊지않고 지킬께요 소방관대원분들앞으로도 잘부탁드립니다 힘내세요!!,Positiva
5249,5249,"판타지에서 현실로. 서로의 감정을 할퀴며 그리곤 다시 핱으며 , 그렇게 우리는 살아간다.",Positiva
5250,5250,"0.3점은 없나요? 스토리가 연결이 안됨. 주인공이 후지게 생김. 주연 조연 다 연기 개판임. 액션이 삼류임. 한마디로 표현해줄께 """"""""쿵후 우뢰매"""""""" 주인공은 2014년 현재기준 심형래""""",Negativa
5251,5251,무책임한 OO기의 뒈지는 모습을 그린영화.. 이딴게 왜 영화화 됐지?,Negativa
5252,5252,로맨스 영화의 진수. 수식어가 필요없는 진짜 영화,Positiva
5253,5253,내가 이걸 보자고 토욜밤을 허무하게 보냈나..화가난다ㅜㅜ,Negativa
5254,5254,뭘 만든 건가?,Negativa
5255,5255,호불호가 많이 나뉘는듯. 장르에 적절한 영화인듯. 바디체인지라는 환타지를 가볍게 즐긴다면 좋은 영화. 말이안됀다에 포커스를 맞추면 이상한 영화. 재밌게 봤습니당,Positiva
5256,5256,이걸 왜봤짘ㅋㅋ 도라에몽 극장판 재밌다고하는사람들 정말 이해가 않되ㅋㅋㅋ,Negativa
5257,5257,회가 거듭할수록 가관인프로!쯧쯧쯧이덕화는 또뭥미? 회의들좀 하시고 고민들좀해서 만드시죠!,Negativa
5258,5258,시대를 타지 않는 퍼펙트 영화,Positiva
5259,5259,역대 드라마 엔딩중 가장 최악이었다..,Negativa
5260,5260,이런 3500원주고 봤다 내생애최악의 영화,Negativa
5261,5261,알수없게 혼란만 주네. 포스터 느낌이랑 너무 다르다...,Negativa
5262,5262,초난강 웃김...종종 안 들리는 대사는 양념,Positiva
5263,5263,으... 밑도 끝도 없음. 여자가 처음부터 자기혈청을 제공했으면 카오스가 안왔을거 아님?,Negativa
5264,5264,뭔가 이상한 냄새 난다 이거.. 뉴에이지냐.. 여튼 찝찝함,Positiva
5265,5265,결혼을 하고나서 보니 더 슬프게 느껴지네요. 슬프지만 아름다운 영화라는 뻔한 코멘트가 가장 잘 어울리는 영화인듯!!,Positiva
5266,5266,짬뽕 댄스 무비도 이젠 지겹다,Negativa
5267,5267,점점 재미를 찾아가는듯ㅎㅎ,Positiva
5268,5268,아쉬운영화,Negativa
5269,5269,기억에 남을 만한 영화라고 보기는 어렵도다.,Negativa
5270,5270,푸른거탑+응칠. 독립영화라 까방권 있다지만 솔직히 학생졸업영화수준.,Negativa
5271,5271,훌륭한 축구선수가 되려무나. 항상 응원할께,Positiva
5272,5272,"연출, 특수효과, 소재... 마음에 드는것이 하나없네.. 아동들이나 볼만한 영화",Negativa
5273,5273,이건아니다 진짜.너무하자나,Negativa
5274,5274,이광수 땜에 망한듯...,Negativa
5275,5275,이서방 남서방은 막강 투톱이고 가끔 박서방 철서방 나오면 꿀잼 정서방인가 뭔가 그집 나오면 핵노잼!,Negativa
5276,5276,왜 이런영화에 출연했는지 안타깝네,Negativa
5277,5277,좋다. 명작이구나,Positiva
5278,5278,감독은 이후로 작품이 없었다.....,Negativa
5279,5279,재미없다,Negativa
5280,5280,2글자로표현해준다 노잼,Negativa
5281,5281,은근 재미있고 은은한 매력이있는 요런풍의 영화가많았으면 좋겠다.,Positiva
5282,5282,극장을 나와서 집으로 돌아가는 내 발걸음은 너무나 가벼웠고 참으로 행복했다.아직도 그날의 감동을 잊을 수 없다.,Positiva
5283,5283,너무 슬퍼서 쌀밥을 찾았습니다.,Negativa
5284,5284,지금까지본 영화중 단연 최악.. 시간이 아깝다고 느낀 영화중 최고다..,Negativa
5285,5285,살인청부업자 미화. 말도 안되는 총싸움으로 떡칠된 영화.,Negativa
5286,5286,숨질래?,Negativa
5287,5287,리암 니슨이 나왔다고 막 주네 그냥,Negativa
5288,5288,그래도 볼만했는데 평점이 너무낮네,Positiva
5289,5289,지금봐도 명작이지. 우리나라는 이만한 영화 100년 내론 못만든다.,Positiva
5290,5290,"보통 엔딩에는 이것저것 갈등구조를 해결하느라 급급한데, 김수현님의 작품은 역시...",Positiva
5291,5291,10점은 솔직히 아닙자,Negativa
5292,5292,"고잉홈 , 사랑의본질을알려줬어요",Positiva
5293,5293,콜린파렐실망이에요...,Negativa
5294,5294,너무너무너무 재미없다;; 영화 전체적으로 뭐 하나 내세울 만한 게 없다,Negativa
5295,5295,로얄드라마는 바로 이런것,Positiva
5296,5296,에로영화 감독의 자기 포장... 눈물겹다,Negativa
5297,5297,그냥 아무생각 없이 보면 잼쎠요 ㅋㅋㅋ,Positiva
5298,5298,Bad,Negativa
5299,5299,"OO랜드.,?",Negativa
5300,5300,어제내린비. 나의 어린 시절에 본 그 영화의 음악에 매료되었다,Positiva
5301,5301,전작의 후광을 바랬겠지만 택도없다는.. 배우들이 넘아깝네.이렇게 만들면 망한다는걸 보여주는 전형적인 영화.,Negativa
5302,5302,너무너무너무너무너무너무잼잇슴다ㅋㅋㅋ,Positiva
5303,5303,억지스럽고 내용이 너무대충 한사람땜에 일이완전크게벌려지고 결말도 시원찮고 내가싫어하는영화부류 스트레스상승,Negativa
5304,5304,재밌어여 텐같은 드라마 원했는데 텐과는 다른 재미네요ㅎㅎ 화이팅,Positiva
5305,5305,이해못하는 사람이 너무 많아,Negativa
5306,5306,"신...동...엽...와우~출연진 후덜덜하네~의리때문에라도,봐라...남자라면...(웃음)",Negativa
5307,5307,허세,Negativa
5308,5308,아무리 영화라지만... 5.5점,Negativa
5309,5309,참 돈 아까운 비디오용 영화.. 원작은 어디로..,Negativa
5310,5310,간만에 보는 개OOO.. 10점 물귀신작전에 속지들마시고 보지마세요 ㅋㅋ 스토리도 OO~ cg도 OO~ 그냥 첨부터 끝까지 다 OO~~,Negativa
5311,5311,SUPERB EPIC!!!! ENTERTAINING!!!!,Positiva
5312,5312,개연성없는 각본에 수준 낮은 연출,Negativa
5313,5313,ㅋㅋㅋ 엉뚱하고 재밌어요,Positiva
5314,5314,정말이지 정말이지 이건아니라는,Negativa
5315,5315,장면마다 공감할수 없는 몸짓들 더 젊은사람을 캐스팅하지,Negativa
5316,5316,내 인생에있어서 슬픔이웃음이되고 웃음이슬픔이될수있다는걸 깨닫게해준영화,Positiva
5317,5317,이거 재밌다는 사람들은 인생 참 재미없게 사시는 분들인 듯 1은 확실히 잘 만들었지만 2는 진짜 망했네요 사건의 인과관계가 없어서 고전소설을 영화화 시킨건가도 생각되고 보는내내 찝찝하고 에휴..,Negativa
5318,5318,솔직히 존나 재밋엇다,Positiva
5319,5319,웃긴부분은 없었다. 그저 코미디를 빙자한 가족교육프로그램,Negativa
5320,5320,밋밋하고 뻔한 거짓말...,Negativa
5321,5321,오랜만에 사람냄새나는 감동적인 영화였다,Positiva
5322,5322,방자 멋쥐다 나도 방자 같은 사랑을해보고싶다는 느낌이드는영화~~막판 감동,Positiva
5323,5323,개 쓸엑이 영화 그래픽 티 부끄러울 정도로 남 스토리도 개쓸,Negativa
5324,5324,오나전짱나고싶으면 보라고 만든게 오네짱바라다 OO,Negativa
5325,5325,"또보고싶다, ㅜㅜ 배우,스토리 다좋았는데 다시보고싶다",Positiva
5326,5326,내용도 별로고 눈요기도 할거없고 5세아들도 재미없대요,Negativa
5327,5327,진짜 긴 여운이 남는 영화다.. 이영화를 왜 이제야 보게 된걸까...,Positiva
5328,5328,난 뭐 EBS 보는줄.,Negativa
5329,5329,맨마지막에 가서는 진짜 왜 슬픈지도 모르고 펑펑 울었다..이제 와서 제임스 맥어보이라는 훌륭한 배우를 알게되어 매우 아쉽고 진작에 내가 그를 알았다면 10차까지도 찍을수 있는 영화다. 이영화의 묘미는 제임스 맥어보이의 섬세한 감정연기인것 같다.,Positiva
5330,5330,"메리 부인과 올슨 박사에게서 발견한 내 모습. 아름다운 자연을 배경으로 """"""""사실 안 괜찮은"""""""" 사람들에게 위로를 건네는 치유의 영화.""""",Positiva
5331,5331,재미있다,Negativa
5332,5332,"자랑스럽다, 진짜.",Positiva
5333,5333,이런 영화가 어떻게 7점이지..;; 이해가 안가네.. 최고였다.,Positiva
5334,5334,박시후 팬 됬어요~♥,Positiva
5335,5335,꺼저라 원숭이 영화~,Negativa
5336,5336,뭐가 있겠지 있겠지 하면서끝까지 봤는데..ㅋ..이건 좀 심하네,Negativa
5337,5337,모처럼 재미난 드라마를 만났네요동시간에 즐겨보던 기황후도 접고 우사수에 완전빠졌어요.톡톡튀는 빠른전개가 잠시도 지루할틈이 없이 빠져보게되네요유진씨 정완캐릭터 어색함없이 잘표현해서이젠 진정한연기자로 자리잡은듯~엄태웅씨도 멋지네요 화이팅!,Positiva
5338,5338,"우주의 황홀함, 지구의 고마움. IMAX 3D로 느끼다",Positiva
5339,5339,평점 조절 위원회에서 나왔습니다...(웃음),Negativa
5340,5340,쓰레기 영화...스토리와 캐릭터는 억지스럽고 개연성없고 진부하다. 살다살다 요리가 주인공인 영화인데도 전혀 식욕이 안 당기는 영화는 처음,Negativa
5341,5341,매 장면이 너무도 창의적이어서 다음 장면을 궁금케 한다. 걸작.,Positiva
5342,5342,80년대 영화인줄알았는데 2003년 개봉작이라니;; 그나마 색다른 시도에 별한개,Negativa
5343,5343,1편에서의 감동들은 다 어디로 사라진거냐,Negativa
5344,5344,제니퍼코넬리.. 긴 러닝타임이지만 몰입할 수 있는.,Positiva
5345,5345,매 회마다 느낄수있는 재미가 있다..;,Positiva
5346,5346,와 진짜 재미없다...여주인공이 이뻐서 참고 봤을뿐...,Negativa
5347,5347,내용이나 그래픽자체가 허접함,Negativa
5348,5348,뭔가 보고나면 숙제가 남는듯한 영화,Positiva
5349,5349,무너진 건물에서 몇 일동안 살아있다가 구출된다는 단순한 내용.,Negativa
5350,5350,스케일도 작고 역사왜곡은 심하게 하고 차라리 소설을쓰시치요????,Negativa
5351,5351,"역사좀 왜곡하지마요, 이건 정말 너무심하네",Negativa
5352,5352,좋아요 꼭 보세요 후회안해요,Positiva
5353,5353,아주좋았습니다 이분들께서우리나라에오시면꼭뵙고싶고CD로나온다면꼭사고싶을만큼말입니다 친구랑보러갔었는데아직도기억이남을만큼최곱니다 다음에도열어주면좋겠습니다ㅎㅎ,Positiva
5354,5354,첨엔 아팠는데 나중에 따뜻해짐. 멜로 영화중 최고,Positiva
5355,5355,"삼각관계 시대극,. 이런 소재를 다룬 영화에서 새로움을 발견하기란 정말 힘든 일.",Negativa
5356,5356,"김혜자의 춤으로 시작해서 춤으로 끝나고, 삐뚤어진 모성애를 그린 영화...반전이 없는게 반전",Positiva
5357,5357,한 세번쯤 다시 본 거 같애 연기도 못 하는 스타 하나 나왔다고 몇 백만 찍는 영화보다 훨 멋진 영화다. 소소한 코미디 요소와 상상을 초월하는 심리묘사 극적인 연출까지 숨겨진 훌륭한 영화다,Positiva
5358,5358,상상력은 좋았으나 보다 잤다. 잔거면 말 다했지머,Negativa
5359,5359,좀 도와주십쇼,Positiva
5360,5360,망작중 망작 10점주는 놈들은 미야자키 후빨러들이겠지,Negativa
5361,5361,허어어어얼ㅋㅋㅋ 이거 재미없엉,Negativa
5362,5362,정말 재밌고 가슴뭉클합니다^^,Positiva
5363,5363,생사를 얄팍한 철학과 '의지' 한 단어에 담아 사뭇 진지한 표정으로 웃기는 오컬트 코미디.,Negativa
5364,5364,"공산주의자들, 북한쓰레기들과 전라디언 들이 만들어낸초대형 대한민국 말살 프로젝트 """"""""광주사태"""""""" 이것을 진압한 전두환은 영웅이다.. 조작질 그만해라!!! 이 광주 염세주의 사기꾼들아!!!""""",Negativa
5365,5365,영화관에서 개봉될지조차 의문..ㅠ.ㅠ,Negativa
5366,5366,스릴 보단 답답함,Negativa
5367,5367,카보스 감독 받어?,Negativa
5368,5368,전형적인 복수극은 수긍하기가 어렵네 .,Negativa
5369,5369,꼬꼬마 애들이 보면 좋아할 영화.,Negativa
5370,5370,재미없던데-_-;,Negativa
5371,5371,비디오 빌린 값이 아깝더라...휴...,Negativa
5372,5372,잘 나가던 한 남자의 totally fucked up. 지루하다.,Negativa
5373,5373,너무 자기주관적인 방송이네요 마치 자기의생각만이 맞다고 하는거 같아요. 전 참고로 결혼전 큰싸움도 없었고 결혼해서 애기낳고 잘살고있답니다.,Negativa
5374,5374,뭔가뒤죽박죽,Negativa
5375,5375,별줄까말까했는데 그래도 여주인공 샤우팅에감동받아.. 1점 챙겨주는1인..,Negativa
5376,5376,송지효 역시 미모의 여신이자 연기의 여신이다.,Positiva
5377,5377,쌈바로 도 충분했다.,Positiva
5378,5378,결코 주연급에 맞지 않는 안재모,Negativa
5379,5379,재개봉하라,Positiva
5380,5380,그지같애 이거 공감하는 애들은 도대체 걸래같은 인생을 사는 그런부류?,Negativa
5381,5381,음악 완전 죽여줌,Positiva
5382,5382,눈물도 있고 웃음도 있고 괜찮았던 영화~,Positiva
5383,5383,진짜 최고의 영화에요 학교에서 보고 완전 감동받음,Positiva
5384,5384,재밌어요ㅇㅇ굿굿굿굿,Positiva
5385,5385,짜릿하네요. 어두운 느낌도 뚜렸하고요.,Positiva
5386,5386,히히,Negativa
5387,5387,쓰르라미 울적에와 겹쳐보이지 않는다면 이상한영화.... 어느정도는 볼만했지만... 그래도 너무 겹쳐보였다,Negativa
5388,5388,평점 왜이러지...?난 괜찮았는데...,Positiva
5389,5389,진짜재밌었는데이거!!!!!!!!!!!!!!!!!!!!!!!!!제목도맘에들고ㅋㅋㅋㅋㅋㅋ,Positiva
5390,5390,형평없는 불륜 영화 막장의 극치를 보여준ㄴ다,Negativa
5391,5391,이딴게 8점 대가 넘어? 자작나무 타는 냄새 솔솔~아무대나 천녀유혼 거론 하지마라,Negativa
5392,5392,90년대 TV성인시트콤을 보는 것 같았다. 게다가 페미니즘의 탈을 덮어쓴 구시대적,Negativa
5393,5393,그래 내가 이거 4점넘기면 알바라고 할라고해서와봤는데 다행 ㅋ,Negativa
