,level_0,Sentence,Polarity_Classification
9010,168037,이게 머야... ㅠㅠ 줄거리 와 내용 자체스토리가 잘 안 만는듯;;,Negativa
9011,151162,어렸을땐드립하지마라언제까지그럴꺼냐 태권v도 그래징가짝이면서계속리메이크하는데,Negativa
9012,183140,암울한 분위기 하나는 끝내줬다.,Negativa
9013,118240,이유가 없습니다. 호호홐,Negativa
9014,192967,재밌었는데? 아주 조금,Negativa
9015,62962,선동,Positiva
9016,183618,스펙터클의 함량 미달 .,Negativa
9017,6734,짱 웃김. 암생각없이 보다가 완전 빠짐 ㅋ,Positiva
9018,95460,굿굿굿,Positiva
9019,90955,지금껏 알고싶지만 알 수 없었던 이야기들,Positiva
9020,81804,반전을 예상하지 않아서 신선했고 관점의 다양함을 알게 되었다.,Positiva
9021,152175,4류영화..,Negativa
9022,105839,이것이 뭐다냐ㅡㅡ,Negativa
9023,112004,시리즈별로 꾸준히 본 결과 이건 쓰레기,Negativa
9024,171472,드럽게 재미없네,Negativa
9025,152304,아...하지원... 비둘기 열연에 1점줍니다,Negativa
9026,106252,주인공은 잘생겻는데 정말 뻔한 패턴에 식상한 영화,Negativa
9027,38029,정말 여운남는 좋은 영화,Positiva
9028,110313,난 이게 폴해기스 감독의 크래쉬 인 줄 알고 봤다.. 하하하하하하,Negativa
9029,44330,현실을 지극히 비정형적인 시선으로,Positiva
9030,21288,상당히 잘 만든 영화군요. 깊이와 재미를 함께 느낄 수 있어 좋았습니다.,Positiva
9031,112085,긴말필요없다...아니다,Negativa
9032,142426,1점 주기도 아까움. 재밌고 무섭다는 사람들 ㅋㅋㅋ알바하니니네,Negativa
9033,4200,볼때마다 감동을 금치 못하는 csi!!,Positiva
9034,139402,코미디의 정의가 뭔지 모르는거니?알면서도 이러는거니,Negativa
9035,116458,일부러이런모습을굳이,Negativa
9036,138675,와 대박...,Negativa
9037,11469,댓글을 다는 부분이 여기밖에 없네요^^ 저도 더빙영화 정말 좋아하는데요..자세한 이야기는 메일로 드릴께요.joonpeter@naver.com 입니다,Positiva
9038,29018,재미있다. 재미있어.~!,Positiva
9039,159905,토나온다 레알 이게 뭔얘긴지 이해불가다. 캐치온으로 봤지만 진짜로 이거 보지말것을 강력하게 뜯어말리고싶다.,Negativa
9040,137897,제발 이딴영화 만들지마 ㅡㅡ,Negativa
9041,92074,하..ㅇ..ㅇ..ㅇ,Positiva
9042,60879,신선한 소재와 배우들의 설레는 연기등으로넘 재밌게봤던 영화 다시생각나서 들어와보니 평점이 넘낮네요ㅜㅜ진짜 좋았는데 이거..!!,Positiva
9043,110646,내가 잠시 미쳤나 보다....,Negativa
9044,139799,박지빈 키속여서 1점줄래,Negativa
9045,44826,"재미있고 느와르하네요, 악평하는새끼들은 대체뭔지.. 영화도 볼줄 모르는새끼들이 개도 아닌것들이 개소리는 잘 내요 ㅋㅋㅋ",Positiva
9046,124232,에이 쉣 돈 버렸다,Negativa
9047,180705,내용이 진지하고 어둡다 해서 점수 잘 줄 생각없다.,Negativa
9048,132183,화끈하게 벗었어야지..안 벗으려고 미적거리니 영화가 망하지,Negativa
9049,39960,평점 너무 낮네 재미있는데,Positiva
9050,91281,미친 사랑의 노래 영화 작가인 신종국 작가님 강의를 들을때 신종국 작가님이 한 영화라고 해서 평점드립니다. 물론 영화는 안봤구요ㅎ,Positiva
9051,61138,아...너무 슬프다,Positiva
9052,173887,세대차이인가.. 무엇이 사람들에게 어필을 했던것인가..,Negativa
9053,161496,이 영화를 보고 걸렸던 암이 나았습니다,Negativa
9054,142188,근 10년동안의 에니중 잴 재미없다어쩧게 이따구로 만들었냐,Negativa
9055,27725,웃음을 자아내는 부분도 있지만 코미디로 분류해선 안될 영화라고 생각한다. 교황이라는 큰 책임을 지게 된 한 사람의 고뇌와 결정을 보여주는 영화.,Positiva
9056,47430,최고 예요 정말 감동했어요.,Positiva
9057,96667,상훈은 외강내유같은 사람이다,Positiva
9058,52574,대박.......ㅜㅜ 이하나 진짜 이쁨,Positiva
9059,52084,재밋내,Positiva
9060,51211,'예술가라면',Positiva
9061,131026,"수위가 최고로 높긴 높음, 이것도 저것도 아닌 맛으로!",Negativa
9062,59915,좋아요 다시 보고 싶은 영화,Positiva
9063,101052,그럭저럭,Negativa
9064,71743,감독의 이야기 혹은 나와 너의 이야기,Positiva
9065,24844,"김소연, 남궁민, 성준 매력 넘치는 드라마♡ 소연언니랑 남궁민 연기는 달달달~~~",Positiva
9066,133409,냉정하게 진짜 재미없다.,Negativa
9067,34976,보기싫음보지마셈예전허준도봤던사람이지만지금허준도나름재미있음,Positiva
9068,19950,알아라는 말에 대해 다시 생각하게 됬어요 배우들 연기도 너무 잘하세요.,Positiva
9069,113926,영화제작진들을 법정에 세워 유죄판결을 받게 만들고 싶어지는 XX. 점수 마이너스 줄 수 없을지언정 0점이라도 줘야 하겠는데 어쩔 수 없이 1점이라는 어마어마한 점수를 줄 수밖에 없다는 사실이 천추의 한으로 남을 XX. 이건 영화라고 할 수도 없음,Negativa
9070,43613,세이메이...........마성의 오빠...,Positiva
9071,169260,1점도 아깝다..개 쓰레기 영화..,Negativa
9072,193172,첫 장면부터 19금 장면이 나오네요ㅡㅡ,Negativa
9073,2809,마음이 따뜻해지잖아아름다워,Positiva
9074,90727,올리비아 핫세님 나오시니 무조건 10점,Positiva
9075,190179,와~~~~ 쒜발 진짜 님미,Negativa
9076,133276,별로.가나다라마바사아,Negativa
9077,14899,"웹툰 원작을 보지않고, 드라마를 먼저 접했던 관객에게는 마치 퍼즐처럼 캐릭터의 이해를 돕는데 더 할 나위 없는 작품이다.",Positiva
9078,88622,잼낫어요너무 좋아해서 다음에 또 보고싶네용,Positiva
9079,179641,존나 쓰레기,Negativa
9080,96005,작품을 보고 난 뒤 오랜세월이 지났음에도 여전히 변하지않은 독재자들에 모습을 보고 놀람.. 세대를 앞선 작품. 특히 마지막 연설은 우리가 늘 이상적으로 꿈꾸던 리더 그 이상에 모습,Positiva
9081,45736,군 믿지못하겠네 정말 흣,Positiva
9082,101536,중간부분이 지겹다,Negativa
9083,103414,장난치냐 모만하면울고 모만하면죽겠다하고 군대가장난도아니고 멍하고맹한것도한두번이지 군대가쉬워보이냐?이렇게군대쉽게보이게할거고 군인들이쉬워보이 그냥폐지해라!!!군대는장난이아니다 뻑하면질질짜고 할곳이아니다!!!,Negativa
9084,21434,처음엔아직잘모르겠지만볼수록재미있습니다~! .바람을 어떻게 만들지..기대기대!,Positiva
9085,140299,이런 감독도 있구나.. 세상에 이런일이..,Negativa
9086,81309,웰메이드 드라마... 시청률과 비교한다면 하얀거탑이 생각남.. 드라마의 작품성에 비해 시청률이 이상한 드라마,Positiva
9087,108011,0000000000,Negativa
9088,35275,명작인듯 크리스틴 스튜어트 너무 이쁘다~^^크흑...영화가 끝이나도...계속 보게되네요 짱☆★,Positiva
9089,78433,남주 류덕환인줄;;연출 연기 스토리 시사점 다 좋았다 마무리만 옥의 티~독립영화의 바람직한 길을 제시했음!잼있어요,Positiva
9090,22499,어렵고 힘들지만 추억이 있는 그 시절의 이야기.마음에 감동을 주는 선생님.어린시절,Positiva
9091,169964,재미없는 영화,Negativa
9092,112536,'특공대식 애보기'라는 소재를 그리 잘 살리지 못해 별로다.,Negativa
9093,138606,"아고 화난다. 내 시간... 이 영화를 보고, 시간의 소중함을 깨달았다. 허송세월 보내는 사람들이여 이 쓰레기 영화를 1시간 40분 시청하라.",Negativa
9094,76111,팬이니까 ㅋㅋㅋㅋㅋㅋ,Positiva
9095,43843,영화. 니 들이 드라마를 망쳤어,Positiva
9096,165599,김민~! 왜 캐스팅했지???,Negativa
9097,107594,정체불명영화ㅋㅋㅋㅋ스토리.......,Negativa
9098,162544,앜ㅋㅋㅋㅋㅋㅋ,Negativa
9099,186533,액션만 그나마 괜찮은듯.. 유치작렬ㅋㅋㅋ 배우들도 내내 웃겨서 연기 어떻게 했을지 의문 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Negativa
9100,176137,1점은 됩니다,Negativa
9101,10309,너무재미있어요ㅎ,Positiva
9102,190216,뭔영화가 시작하자 마자끝이나냐,Negativa
9103,73883,아..다들 연기 너무 잘하시고 너무 재밋엇어요..조금 만 더 길게 만들어주셧으면 좋앗을것을 그게 너무 아쉽네요..특히 임시완군의 다른매력을 본것같네요..정말 연기력 짱!!!,Positiva
9104,157744,잘못살았나 이런영화 재미있는적이 없네,Negativa
9105,126034,보다 졸았다.,Negativa
9106,138553,개같다,Negativa
9107,154704,원작인 일본영화 '비밀의 화원'만 더 돋보이게 하는 영화~!,Negativa
9108,110936,구분할 가치 없는 현실과 영화 속 장면을 교차하며 보여 주는 것! 지루함만 증폭된다.,Negativa
9109,138471,이것 저것도 아닌..,Negativa
9110,107614,그런데 이 영화 백투더퓨처 표절 아닌가요? 주인공 성별 말고는 다 비슷한 것 같은데요. 실망입니다,Negativa
9111,96310,그당시 아주 새로운 시도였지. 6이뭐냐,Positiva
9112,65067,good 짱 재미있음,Positiva
9113,163485,뭥미.. 싫다 이런거 ㅋㅋㅋ,Negativa
9114,64769,재미있네요. 역시 론 하워드.,Positiva
9115,10229,캐쟀는액션영화 근디진짜미이라하고조금비슷한거같아염,Positiva
9116,4605,그냥 공감이 가네요..,Positiva
9117,152880,ㅜㅜ,Negativa
9118,173345,1편 본사람은 완전실망.비디오용도 고려. 울아거들도 무표정.,Negativa
9119,165913,우울한 인생들의 우울한 이야기..,Negativa
9120,3031,GOOD,Positiva
9121,138088,포스터에 낚이지마.,Negativa
9122,177268,원하는 장면을 연출하기위해 스토리를 버리는영화,Negativa
9123,137362,실망..,Negativa
9124,136228,배우들이 아깝다.....ㅠㅠㅠㅠ이게뭐야.........,Negativa
9125,176512,그냥 마동석 아까운 영화,Negativa
9126,16474,조금만 다듬었으면 그래도 가슴아프다,Positiva
9127,81180,괜찮은 듯,Positiva
9128,135761,이건정말 느와르영화의혁명........,Negativa
9129,83754,"Red, 2010Red, 2010Red, 2010Red, 2010Red, 2010Red, 2010",Positiva
9130,110738,군인들 연기가 왜이래;;; 전부다 엄청나게 과장된 몸짓과 액션 때문에 몰입을 못하겠네,Negativa
9131,69121,몰입해서 본 영화입니다,Positiva
9132,75275,ㅋㅋㅋ,Positiva
9133,174699,캐릭터는 마음에 드는데 ㅇ잉여공주란게 말이안됨,Negativa
9134,43931,끝난후에 뭔가가 아련한....,Positiva
9135,117564,이렇게까지 유치할 필요는 없었는데...,Negativa
9136,28544,안봣는데 좋앗을것같아,Positiva
9137,190816,영화도 최악이었지만 더빙은 제발 성우를써라!! 신봉선은 진짜성우같더만 MC몽 최악,Negativa
9138,46023,프랑수아 클루제는 절대 실망시키는 법이 없지,Positiva
9139,12054,"보는 내내 너무 재미있었던, 러블리한 영화^^",Positiva
9140,93633,어렸을때 봤지만 아직까지 기억에 남는 최고의 한드,Positiva
9141,127334,코믹영화?,Negativa
9142,59723,진짜 딱 내 스타일의 드라마 최고 ㅋㅋ,Positiva
9143,38185,오랜만에보니까 재밌네그려ㅋㅋ,Positiva
9144,25518,우연히 티비서 봤는데 스토리 괜찮네요!! 재밌음..반전도 good,Positiva
9145,148637,댓글이더웃김..ㅋㅋㅋ,Negativa
9146,95777,경기를 안봐도 행복한 영화,Positiva
9147,129454,"내용,대사가 진부하고 재미는 없었지만 김하늘은 너무 이쁘더라",Negativa
9148,118005,귀신이라도 안나와서 다행인데 다들그걸연기라고들 하냐고!ㅡㅡ+,Negativa
9149,90489,돌프영화를 감동으로 봤던 기억이.. 더불어 퍼니셔도.. 리틀도꾜도.. 그당시 돌프룬드그렌 세상이었음...,Positiva
9150,74699,"유치하지만, 마음이 따뜻해지는 영화.",Positiva
9151,49905,영화가 끝나고 난 뒤에도 내 눈물은 그치지 않았다.,Positiva
9152,56284,재밋을거같아요,Positiva
9153,60503,최고였다. 해송도서관에서 무료로해주길래봤는데 정말재밌었다,Positiva
9154,101732,무간도 패러디??? 두사부일체 씨리즈와는 별관계 없는듯 배우만 같을뿐,Negativa
9155,87511,Between truth and right and wrong...^^!,Positiva
9156,195836,"미안하지만 나는 점수를 후하게 못주겠다. 산업사회의 어두운 단면을 끔찍한 이미지로 연출한 것 같긴 하나, 너무 역겹다.",Negativa
9157,188728,더럽게 지루하다..,Negativa
9158,70664,♥,Positiva
9159,12114,팔레~! 재ㅣ밌음! ㅋ,Positiva
9160,65883,추락하는건 중요하지 않아 문제는 어떻게 착륙하느냐지,Positiva
9161,25667,속이 다 후련하다 ㅎㅎㅎㅎ,Positiva
9162,171744,"가장 인상 깊었던 영화, 내평생 그렇게 지루한 영화는 처음.",Negativa
9163,147256,애들 영화 찍는데 돈 낭비 했네..평점이 넘 높으니 낮워야겠음..5점이상은 절대 안됌,Negativa
9164,53668,무협 액션 영화 중 가히 최고라고 말하고 싶다...,Positiva
9165,54773,평점이 생각보다 낮내.. 볼만했던영화.. 반전도 좋앗고,Positiva
9166,73870,아이가 좋아하네요 잘봤습니딘,Positiva
9167,27643,정말 아름답게 그린 한 사내에 대한 얘기. 가족을 위한 사내의 얘기.,Positiva
9168,8833,재밌다 근데 정말로 대통령의책이란게 있을까?ㅋㅋ,Positiva
9169,14111,이거 제가 유치 원 입학하고 나서 한참 유치원 다닐때 나온 영화네요...7살때 나온 영화니까 어릴때 어렴풋이 엔딩장면만 잠깐 봤는데요...처음부터 보지 못해서 조금 아쉬웠어요,Positiva
9170,145776,3류 영화의 교본.가나,Negativa
9171,71956,진짜짱,Positiva
9172,57696,겨울이 다가오면 생각 나는 드라마강진이 지완이 잊을수 없는 주인공들이다.한예슬 정말 이뻣고 고수 멋졌음,Positiva
9173,143540,"한 10씬 정도를 제외하고, 나머지 러닝타임은 모두 시간낭비..",Negativa
9174,190382,힘 없는 평화는 개졎소리지. 보수든 진보든 우리나라 안보의식이 왜이리 거지같이 된거지?,Negativa
9175,134954,점점재미없다,Negativa
9176,14296,당신을 완전히 지우고 영화에 빠져라. 그러면 당신은 완벽한 자유를 얻을것이다.,Positiva
9177,172214,고양이를 왜 죽여 영화고 애니지만 동물 죽이는 작품 모두 OO,Negativa
9178,58716,비호감배우들을 사랑스럽게 보이게 한 드라마,Positiva
9179,140135,차라리 잔잔한 목소리로 더빙을 했으면 다큐라도 보는 느낌으로 봤을텐데이건 뭐 뽀로로 하듯이 해버리니... 애들은 무섭다고 울고있고 집중도 안 되고이 정도면 제작사에서 와서 쌍욕을 퍼 부어도 모자랄 정도로 더빙을 해 놨네요,Negativa
9180,68955,최강희가 귀신이었다는 사실에 살짝 충격이었음ㅋㅋㅋㅋ,Positiva
9181,58366,빨리 훈남이랑 영채랑 결혼했으면 어차피 친자식도아닌데 걍 결혼시키지;,Positiva
